bin,name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
615,g4581.t1,chr3L,-,3958381,3972242,3958526,3962061,3,"3958381,3961571,3972132,","3959896,3962669,3972242,",0,g4581,cmpl,cmpl,"1,0,-1,"
615,g4582.t2,chr3L,+,3979992,4004754,3985063,4004669,8,"3979992,3985060,3986523,3987335,3997176,4003590,4004135,4004515,","3980018,3985490,3986882,3988054,3997307,4003964,4004341,4004754,",0,g4582,cmpl,cmpl,"-1,0,1,0,2,1,0,2,"
615,g4582.t1,chr3L,+,4003462,4004754,4003598,4004669,3,"4003462,4004135,4004515,","4003964,4004341,4004754,",0,g4582,cmpl,cmpl,"0,0,2,"
615,g4583.t1,chr3L,+,4019075,4021237,4019123,4021179,3,"4019075,4020411,4020708,","4019464,4020652,4021237,",0,g4583,cmpl,cmpl,"0,2,0,"
615,g4584.t1,chr3L,+,4021455,4022738,4021534,4022628,3,"4021455,4021703,4022345,","4021639,4022287,4022738,",0,g4584,cmpl,cmpl,"0,0,2,"
615,g4585.t1,chr3L,-,4023007,4025245,4023066,4025130,5,"4023007,4023275,4023552,4023689,4024944,","4023216,4023494,4023627,4024706,4025245,",0,g4585,cmpl,cmpl,"0,0,0,0,0,"
615,g4586.t3,chr3L,+,4026695,4037592,4026768,4037539,36,"4026695,4027020,4027274,4027520,4027755,4028070,4028783,4029228,4029451,4029783,4030001,4030151,4030431,4030557,4030799,4031494,4031808,4032042,4032193,4032459,4033160,4033463,4034032,4034163,4034610,4034943,4035164,4035384,4035534,4035738,4035949,4036092,4036602,4036924,4037134,4037446,","4026964,4027212,4027469,4027691,4028020,4028327,4029173,4029389,4029729,4029949,4030091,4030206,4030500,4030740,4031436,4031747,4031924,4032146,4032388,4033096,4033413,4033533,4034107,4034550,4034885,4035098,4035327,4035474,4035594,4035896,4036035,4036545,4036874,4037079,4037387,4037592,",0,g4586,cmpl,cmpl,"0,1,1,1,1,2,1,1,0,2,0,0,1,1,1,2,0,2,1,1,2,0,1,1,1,0,2,0,0,0,2,1,1,0,2,0,"
615,g4586.t1,chr3L,+,4026705,4037588,4026768,4037539,36,"4026705,4027020,4027274,4027520,4027755,4028070,4028783,4029228,4029451,4029783,4030001,4030151,4030431,4030557,4030799,4031494,4031808,4032042,4032205,4032459,4033160,4033463,4034032,4034163,4034610,4034943,4035164,4035384,4035534,4035738,4035949,4036092,4036602,4036924,4037134,4037446,","4026964,4027212,4027469,4027691,4028020,4028327,4029173,4029389,4029729,4029949,4030091,4030206,4030500,4030740,4031436,4031747,4031924,4032146,4032388,4033096,4033413,4033533,4034107,4034550,4034885,4035098,4035327,4035474,4035594,4035896,4036035,4036545,4036874,4037079,4037387,4037588,",0,g4586,cmpl,cmpl,"0,1,1,1,1,2,1,1,0,2,0,0,1,1,1,2,0,2,1,1,2,0,1,1,1,0,2,0,0,0,2,1,1,0,2,0,"
615,g4586.t2,chr3L,+,4026735,4037588,4026768,4037539,36,"4026735,4027020,4027274,4027520,4027742,4028070,4028783,4029228,4029451,4029783,4030001,4030151,4030431,4030557,4030799,4031494,4031808,4032069,4032205,4032459,4033160,4033463,4034032,4034163,4034610,4034943,4035164,4035384,4035534,4035738,4035949,4036092,4036602,4036924,4037134,4037446,","4026964,4027212,4027469,4027675,4028020,4028327,4029173,4029389,4029729,4029949,4030091,4030206,4030500,4030740,4031436,4031747,4031903,4032146,4032388,4033096,4033413,4033533,4034107,4034550,4034885,4035098,4035327,4035474,4035594,4035896,4036035,4036545,4036874,4037079,4037387,4037588,",0,g4586,cmpl,cmpl,"0,1,1,1,0,2,1,1,0,2,0,0,1,1,1,2,0,2,1,1,2,0,1,1,1,0,2,0,0,0,2,1,1,0,2,0,"
615,g4587.t1,chr3L,-,4037958,4040175,4038458,4040100,4,"4037958,4038641,4038813,4040095,","4038579,4038752,4040031,4040175,",0,g4587,cmpl,cmpl,"2,2,2,0,"
615,g4588.t1,chr3L,+,4040525,4042584,4040628,4042487,3,"4040525,4040966,4041752,","4040903,4041693,4042584,",0,g4588,cmpl,cmpl,"0,2,0,"
615,g4589.t1,chr3L,+,4046425,4059654,4046991,4058729,4,"4046425,4057252,4057474,4057652,","4047006,4057415,4057596,4059654,",0,g4589,cmpl,cmpl,"0,0,1,0,"
615,g4590.t1,chr3L,+,4059865,4061912,4059921,4061851,4,"4059865,4060637,4061113,4061281,","4060580,4061047,4061226,4061912,",0,g4590,cmpl,cmpl,"0,2,1,0,"
76,g4591.t1,chr3L,+,4062205,4064980,4062339,4064094,5,"4062205,4063029,4063690,4063974,4064627,","4062889,4063631,4063888,4064109,4064980,",0,g4591,cmpl,cmpl,"0,1,0,0,-1,"
616,g4592.t1,chr3L,-,4065014,4068255,4065243,4068210,5,"4065014,4066346,4067233,4067863,4068158,","4066284,4067170,4067803,4068088,4068255,",0,g4592,cmpl,cmpl,"0,1,1,1,0,"
616,g4593.t1,chr3L,+,4068895,4070619,4069628,4070182,3,"4068895,4069624,4069702,","4069461,4069640,4070619,",0,g4593,cmpl,cmpl,"-1,0,0,"
616,g4594.t1,chr3L,-,4072038,4085835,4072084,4084790,13,"4072038,4072489,4073151,4073753,4075203,4075368,4075595,4076798,4078749,4078925,4082402,4084729,4085428,","4072431,4073091,4073369,4073936,4075300,4075538,4075940,4076877,4078817,4079494,4082639,4084798,4085835,",0,g4594,cmpl,cmpl,"1,2,0,0,2,0,0,2,0,1,1,0,-1,"
616,g4595.t1,chr3L,+,4087635,4090950,4088999,4090661,4,"4087635,4088959,4090038,4090272,","4087704,4089214,4090142,4090950,",0,g4595,cmpl,cmpl,"-1,0,2,1,"
616,g4595.t2,chr3L,+,4087635,4090941,4088966,4090661,4,"4087635,4088959,4090038,4090272,","4087704,4089214,4090142,4090941,",0,g4595,cmpl,cmpl,"-1,0,2,1,"
616,g4596.t1,chr3L,+,4093345,4094319,4093403,4094273,1,"4093345,","4094319,",0,g4596,cmpl,cmpl,"0,"
616,g4597.t1,chr3L,-,4094337,4102695,4095008,4101556,10,"4094337,4095199,4095635,4096903,4097205,4097731,4098025,4100779,4101476,4101631,","4095122,4095293,4095874,4096978,4097325,4097804,4098199,4100845,4101571,4102695,",0,g4597,cmpl,cmpl,"0,2,0,0,0,2,2,2,0,-1,"
616,g4598.t1,chr3L,+,4103365,4107104,4104259,4106386,2,"4103365,4103532,","4103416,4107104,",0,g4598,cmpl,cmpl,"-1,0,"
616,g4599.t1,chr3L,+,4107365,4114260,4110500,4113787,3,"4107365,4110497,4111704,","4107595,4111639,4114260,",0,g4599,cmpl,cmpl,"-1,0,2,"
616,g4600.t1,chr3L,-,4114292,4116185,4114971,4115737,4,"4114292,4114864,4115304,4115722,","4114744,4115142,4115646,4116185,",0,g4600,cmpl,cmpl,"-1,0,0,0,"
616,g4601.t1,chr3L,-,4122960,4134555,4124835,4134502,14,"4122960,4124918,4125135,4125577,4125880,4126761,4126988,4128613,4131120,4131749,4131955,4133548,4133768,4134453,","4124852,4125079,4125500,4125808,4126702,4126931,4127162,4128973,4131236,4131889,4132212,4133656,4133822,4134555,",0,g4601,cmpl,cmpl,"1,2,0,0,0,1,1,1,2,0,1,1,1,0,"
616,g4601.t2,chr3L,-,4122960,4134555,4124835,4134502,15,"4122960,4124918,4125135,4125577,4125880,4126761,4126988,4128613,4129650,4131120,4131749,4131955,4133548,4133768,4134453,","4124852,4125079,4125500,4125808,4126702,4126931,4127162,4128973,4129791,4131236,4131889,4132212,4133656,4133822,4134555,",0,g4601,cmpl,cmpl,"1,2,0,0,0,1,1,1,1,2,0,1,1,1,0,"
616,g4602.t1,chr3L,-,4134839,4136035,4134935,4135983,2,"4134839,4135818,","4135766,4136035,",0,g4602,cmpl,cmpl,"0,0,"
616,g4603.t1,chr3L,-,4136781,4138985,4137020,4138814,1,"4136781,","4138985,",0,g4603,cmpl,cmpl,"0,"
616,g4604.t1,chr3L,+,4139055,4140714,4139178,4140460,3,"4139055,4139906,4140050,","4139259,4139994,4140714,",0,g4604,cmpl,cmpl,"0,0,1,"
616,g4605.t1,chr3L,+,4141505,4142067,4141585,4141893,2,"4141505,4141722,","4141654,4142067,",0,g4605,cmpl,cmpl,"0,0,"
616,g4606.t2,chr3L,+,4143015,4152424,4143185,4152286,11,"4143015,4143969,4144409,4144748,4145115,4145408,4150221,4150463,4151149,4151617,4151758,","4143756,4144121,4144695,4145042,4145327,4145508,4150391,4150722,4151555,4151693,4152424,",0,g4606,cmpl,cmpl,"0,1,0,1,1,0,1,0,1,2,0,"
616,g4606.t3,chr3L,+,4143025,4146330,4143185,4145852,7,"4143025,4143969,4144409,4144748,4145115,4145408,4145711,","4143756,4144121,4144695,4145042,4145327,4145480,4146330,",0,g4606,cmpl,cmpl,"0,1,0,1,1,0,0,"
616,g4606.t1,chr3L,+,4148695,4152424,4148928,4152286,6,"4148695,4150221,4150463,4151149,4151617,4151758,","4149025,4150391,4150722,4151555,4151693,4152424,",0,g4606,cmpl,cmpl,"0,1,0,1,2,0,"
616,g4607.t2,chr3L,-,4153620,4160765,4153841,4160649,6,"4153620,4154169,4154366,4155238,4156223,4160330,","4154084,4154245,4154458,4156113,4156496,4160765,",0,g4607,cmpl,cmpl,"0,2,0,1,1,0,"
616,g4607.t3,chr3L,-,4153620,4167935,4153841,4165567,15,"4153620,4154169,4154366,4155238,4156223,4160330,4162009,4162376,4162712,4163669,4164643,4164884,4165242,4165464,4167797,","4154084,4154245,4154458,4156113,4156496,4160766,4162317,4162654,4163613,4164584,4164799,4165181,4165392,4165637,4167935,",0,g4607,cmpl,cmpl,"0,2,0,1,1,0,1,2,1,1,1,1,1,0,-1,"
616,g4607.t1,chr3L,-,4161671,4167935,4161994,4165567,9,"4161671,4162376,4162712,4163669,4164643,4164884,4165242,4165464,4167797,","4162317,4162654,4163613,4164584,4164799,4165181,4165392,4165637,4167935,",0,g4607,cmpl,cmpl,"1,2,1,1,1,1,1,0,-1,"
616,g4608.t1,chr3L,+,4170434,4174975,4170651,4174925,10,"4170434,4171213,4172224,4172967,4173337,4173664,4173967,4174393,4174725,4174901,","4170792,4171477,4172910,4173276,4173385,4173680,4174327,4174663,4174842,4174975,",0,g4608,cmpl,cmpl,"0,0,0,2,2,2,0,0,0,0,"
616,g4608.t2,chr3L,+,4170504,4174975,4170651,4174925,10,"4170504,4171213,4172224,4172967,4173337,4173664,4173967,4174393,4174725,4174901,","4170792,4171585,4172910,4173276,4173385,4173680,4174327,4174663,4174842,4174975,",0,g4608,cmpl,cmpl,"0,0,0,2,2,2,0,0,0,0,"
616,g4609.t1,chr3L,-,4175238,4177734,4175388,4177643,8,"4175238,4175789,4176003,4176351,4176582,4176849,4177219,4177497,","4175718,4175927,4176298,4176518,4176785,4176934,4177430,4177734,",0,g4609,cmpl,cmpl,"0,0,2,0,1,0,2,0,"
616,g4610.t1,chr3L,-,4179891,4181884,4180297,4181801,5,"4179891,4180730,4181027,4181254,4181524,","4180355,4180967,4181201,4181450,4181884,",0,g4610,cmpl,cmpl,"2,2,2,1,0,"
616,g4611.t1,chr3L,-,4183133,4189084,4183316,4184663,3,"4183133,4187672,4189025,","4185846,4188147,4189084,",0,g4611,cmpl,cmpl,"0,-1,-1,"
616,g4612.t1,chr3L,+,4189564,4192532,4190591,4192255,3,"4189564,4190560,4192191,","4189871,4191886,4192532,",0,g4612,cmpl,cmpl,"-1,0,2,"
9,g4613.t1,chr3L,+,4194124,4200929,4194284,4200899,14,"4194124,4194557,4194977,4195298,4195840,4196046,4196361,4196747,4197012,4197683,4198995,4199649,4199940,4200630,","4194335,4194914,4195164,4195387,4195990,4196307,4196684,4196955,4197627,4198934,4199596,4199882,4200568,4200929,",0,g4613,cmpl,cmpl,"0,0,0,1,0,0,0,2,0,0,0,1,0,1,"
9,g4613.t2,chr3L,+,4194124,4200929,4194284,4200899,16,"4194124,4194557,4194977,4195298,4195474,4195589,4195840,4196046,4196361,4196747,4197012,4197683,4198995,4199649,4199940,4200630,","4194335,4194914,4195164,4195387,4195507,4195715,4195990,4196307,4196684,4196955,4197627,4198934,4199596,4199882,4200568,4200929,",0,g4613,cmpl,cmpl,"0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,"
617,g4614.t1,chr3L,-,4200948,4203624,4200997,4203527,2,"4200948,4203467,","4203217,4203624,",0,g4614,cmpl,cmpl,"0,0,"
617,g4615.t1,chr3L,+,4204154,4205875,4204568,4205537,2,"4204154,4205225,","4204799,4205875,",0,g4615,cmpl,cmpl,"0,0,"
617,g4616.t1,chr3L,-,4207392,4209184,4208186,4209092,2,"4207392,4208891,","4208564,4209184,",0,g4616,cmpl,cmpl,"0,0,"
617,g4617.t1,chr3L,-,4210880,4211554,4211000,4211472,2,"4210880,4211457,","4211348,4211554,",0,g4617,cmpl,cmpl,"0,0,"
617,g4618.t1,chr3L,-,4211960,4212944,4212244,4212873,2,"4211960,4212861,","4212799,4212944,",0,g4618,cmpl,cmpl,"0,0,"
617,g4619.t2,chr3L,+,4215384,4224113,4215449,4222592,13,"4215384,4215539,4216440,4216583,4216790,4217236,4217469,4217656,4218021,4218363,4218767,4222190,4222426,","4215464,4216259,4216517,4216727,4217178,4217405,4217594,4217964,4218302,4218715,4219345,4222368,4224113,",0,g4619,cmpl,cmpl,"0,0,0,2,2,0,1,0,2,1,2,1,2,"
617,g4619.t3,chr3L,+,4215384,4216414,4215449,4216268,2,"4215384,4215539,","4215464,4216414,",0,g4619,cmpl,cmpl,"0,0,"
617,g4619.t1,chr3L,+,4216594,4223993,4216635,4222592,10,"4216594,4216790,4217236,4217469,4217656,4218021,4218363,4218767,4222190,4222426,","4216727,4217178,4217405,4217594,4217964,4218302,4218715,4219345,4222368,4223993,",0,g4619,cmpl,cmpl,"0,2,0,1,0,2,1,2,1,2,"
617,g4620.t1,chr3L,-,4224802,4227294,4224836,4225703,3,"4224802,4224926,4226573,","4224851,4225706,4227294,",0,g4620,cmpl,cmpl,"0,0,-1,"
617,g4621.t2,chr3L,+,4232224,4242601,4232399,4242460,8,"4232224,4240414,4240785,4240951,4241234,4241493,4241903,4242143,","4232463,4240523,4240891,4241176,4241435,4241703,4242090,4242601,",0,g4621,cmpl,cmpl,"0,1,2,0,0,0,0,1,"
617,g4621.t1,chr3L,+,4239494,4242601,4240395,4242460,7,"4239494,4240785,4240951,4241234,4241493,4241903,4242143,","4240523,4240891,4241176,4241435,4241703,4242090,4242601,",0,g4621,cmpl,cmpl,"0,2,0,0,0,0,1,"
617,g4622.t1,chr3L,+,4242714,4245990,4242877,4245834,6,"4242714,4242947,4243764,4244374,4244751,4245363,","4242888,4243706,4244314,4244696,4245302,4245990,",0,g4622,cmpl,cmpl,"0,2,2,0,1,0,"
617,g4623.t2,chr3L,-,4246322,4254324,4247475,4253555,8,"4246322,4247469,4247653,4247911,4248182,4248472,4248723,4253503,","4246615,4247587,4247825,4248122,4248408,4248654,4251782,4254324,",0,g4623,cmpl,cmpl,"-1,2,1,0,2,0,1,0,"
617,g4623.t1,chr3L,-,4246371,4254334,4247475,4251801,8,"4246371,4247469,4247653,4247911,4248182,4248472,4248723,4253503,","4246615,4247587,4247825,4248122,4248408,4248654,4251840,4254334,",0,g4623,cmpl,cmpl,"-1,2,1,0,2,0,0,-1,"
617,g4624.t1,chr3L,+,4254704,4255969,4254814,4255930,4,"4254704,4255035,4255609,4255799,","4254968,4255295,4255730,4255969,",0,g4624,cmpl,cmpl,"0,1,0,1,"
617,g4625.t1,chr3L,-,4255988,4259184,4256073,4259127,10,"4255988,4256559,4257075,4257311,4257583,4257771,4257945,4258115,4258335,4259012,","4256499,4257015,4257256,4257520,4257715,4257888,4258062,4258274,4258946,4259184,",0,g4625,cmpl,cmpl,"0,0,2,0,0,0,0,0,1,0,"
617,g4626.t1,chr3L,+,4259434,4261532,4259542,4261472,5,"4259434,4260108,4260367,4261037,4261361,","4260057,4260260,4260971,4261305,4261532,",0,g4626,cmpl,cmpl,"0,2,1,2,0,"
617,g4627.t2,chr3L,-,4261665,4267624,4261722,4267503,6,"4261665,4262263,4266810,4266997,4267230,4267440,","4262204,4262373,4266944,4267165,4267353,4267624,",0,g4627,cmpl,cmpl,"1,2,0,0,0,0,"
617,g4627.t1,chr3L,-,4266731,4269534,4266788,4267503,5,"4266731,4266997,4267230,4267440,4269353,","4266944,4267165,4267353,4267509,4269534,",0,g4627,cmpl,cmpl,"0,0,0,0,-1,"
617,g4628.t2,chr3L,+,4270474,4277777,4273843,4277379,6,"4270474,4272079,4273780,4274159,4274455,4274676,","4270737,4272197,4274096,4274397,4274618,4277777,",0,g4628,cmpl,cmpl,"-1,-1,0,1,2,0,"
617,g4628.t3,chr3L,+,4270474,4281439,4272110,4281346,14,"4270474,4272079,4273780,4274159,4274455,4274676,4278740,4279184,4279394,4279680,4280265,4280611,4280836,4281115,","4270737,4272158,4274096,4274397,4274618,4277361,4279117,4279339,4279624,4279981,4280545,4280774,4281058,4281439,",0,g4628,cmpl,cmpl,"-1,0,0,1,2,0,0,2,1,0,1,2,0,0,"
617,g4628.t1,chr3L,+,4277914,4281439,4278133,4281346,9,"4277914,4278740,4279184,4279394,4279680,4280265,4280611,4280836,4281115,","4278250,4279117,4279339,4279624,4279981,4280545,4280774,4281058,4281439,",0,g4628,cmpl,cmpl,"0,0,2,1,0,1,2,0,0,"
617,g4629.t1,chr3L,-,4281501,4282824,4281597,4282729,2,"4281501,4282600,","4282548,4282824,",0,g4629,cmpl,cmpl,"0,0,"
617,g4630.t1,chr3L,+,4283854,4286261,4283963,4285918,9,"4283854,4284346,4284604,4285052,4285174,4285424,4285598,4285846,4286171,","4284283,4284541,4284990,4285116,4285272,4285531,4285769,4285920,4286261,",0,g4630,cmpl,cmpl,"0,2,2,1,2,1,0,0,-1,"
617,g4631.t1,chr3L,+,4287074,4288380,4287149,4288291,5,"4287074,4287283,4287463,4287686,4288033,","4287211,4287388,4287626,4287977,4288380,",0,g4631,cmpl,cmpl,"0,2,2,0,0,"
617,g4632.t1,chr3L,+,4288854,4291200,4289094,4291069,3,"4288854,4289245,4289960,","4289171,4289880,4291200,",0,g4632,cmpl,cmpl,"0,2,1,"
617,g4633.t1,chr3L,-,4291210,4292264,4291513,4292153,4,"4291210,4291686,4291874,4292069,","4291623,4291816,4292009,4292264,",0,g4633,cmpl,cmpl,"1,0,0,0,"
617,g4634.t1,chr3L,+,4292494,4293429,4292623,4293341,3,"4292494,4292830,4293278,","4292742,4293128,4293429,",0,g4634,cmpl,cmpl,"0,2,0,"
617,g4635.t1,chr3L,-,4294129,4307704,4294521,4298595,3,"4294129,4298529,4307357,","4296291,4298770,4307704,",0,g4635,cmpl,cmpl,"0,0,-1,"
617,g4636.t1,chr3L,+,4311924,4318472,4313634,4318379,8,"4311924,4313630,4315172,4315471,4316192,4317551,4317861,4318259,","4312049,4315110,4315420,4316134,4317494,4317804,4318197,4318472,",0,g4636,cmpl,cmpl,"-1,0,0,2,2,2,0,0,"
617,g4637.t1,chr3L,+,4318524,4321113,4319050,4320949,3,"4318524,4319198,4320137,","4319122,4319259,4321113,",0,g4637,cmpl,cmpl,"0,0,1,"
617,g4638.t1,chr3L,-,4321116,4322234,4321222,4322197,1,"4321116,","4322234,",0,g4638,cmpl,cmpl,"0,"
77,g4639.t2,chr3L,-,4322514,4345584,4324056,4345497,10,"4322514,4323718,4324283,4324861,4325060,4326983,4327232,4327772,4338066,4345395,","4323449,4324220,4324450,4324996,4325410,4327170,4327702,4327917,4338182,4345584,",0,g4639,cmpl,cmpl,"-1,1,2,2,0,2,0,2,0,0,"
77,g4639.t1,chr3L,-,4323745,4345594,4324056,4345497,10,"4323745,4324283,4324861,4325060,4326983,4327232,4327772,4336268,4338066,4345395,","4324220,4324450,4324996,4325410,4327170,4327702,4327917,4336319,4338182,4345594,",0,g4639,cmpl,cmpl,"1,2,2,0,2,0,2,2,0,0,"
618,g4640.t1,chr3L,+,4359528,4365237,4364700,4365210,3,"4359528,4364678,4364811,","4359640,4364745,4365237,",0,g4640,cmpl,cmpl,"-1,0,0,"
618,g4641.t1,chr3L,+,4365438,4366631,4365495,4366490,2,"4365438,4365859,","4365800,4366631,",0,g4641,cmpl,cmpl,"0,2,"
618,g4642.t1,chr3L,-,4366676,4370888,4366697,4370730,5,"4366676,4369270,4369519,4369825,4370597,","4367335,4369420,4369737,4370084,4370888,",0,g4642,cmpl,cmpl,"1,1,2,1,0,"
618,g4643.t1,chr3L,-,4380862,4381528,4380927,4381486,3,"4380862,4381189,4381385,","4381126,4381327,4381528,",0,g4643,cmpl,cmpl,"2,2,0,"
618,g4644.t1,chr3L,+,4384838,4402889,4390490,4402843,5,"4384838,4390449,4401899,4402224,4402711,","4384887,4391221,4402156,4402643,4402889,",0,g4644,cmpl,cmpl,"-1,0,2,1,0,"
618,g4644.t2,chr3L,+,4401068,4402889,4401933,4402843,4,"4401068,4401899,4402224,4402711,","4401157,4402156,4402643,4402889,",0,g4644,cmpl,cmpl,"-1,0,1,0,"
618,g4645.t1,chr3L,+,4403568,4405180,4403826,4404848,3,"4403568,4403950,4404258,","4403895,4404197,4405180,",0,g4645,cmpl,cmpl,"0,0,1,"
618,g4646.t1,chr3L,-,4405223,4406108,4405360,4405970,2,"4405223,4405784,","4405615,4406108,",0,g4646,cmpl,cmpl,"0,0,"
618,g4647.t1,chr3L,+,4417148,4420301,4418121,4419904,5,"4417148,4418001,4418781,4419428,4419739,","4417369,4418494,4419262,4419663,4420301,",0,g4647,cmpl,cmpl,"-1,0,1,2,0,"
618,g4647.t2,chr3L,+,4417148,4420301,4418121,4420112,6,"4417148,4418001,4418781,4419428,4419739,4420052,","4417369,4418494,4419262,4419663,4419799,4420301,",0,g4647,cmpl,cmpl,"-1,0,1,2,0,0,"
618,g4648.t1,chr3L,+,4421638,4435993,4423788,4435339,13,"4421638,4423768,4424266,4424684,4424964,4425244,4425433,4425649,4425953,4433367,4433614,4434489,4435174,","4422313,4423866,4424626,4424901,4425182,4425378,4425588,4425891,4426253,4433459,4434059,4435089,4435993,",0,g4648,cmpl,cmpl,"-1,0,0,0,1,0,2,1,0,0,2,0,0,"
618,g4648.t2,chr3L,+,4421638,4426612,4423788,4426364,9,"4421638,4423768,4424266,4424684,4424964,4425244,4425433,4425649,4425953,","4422313,4423866,4424626,4424901,4425182,4425378,4425588,4425891,4426612,",0,g4648,cmpl,cmpl,"-1,0,0,0,1,0,2,1,0,"
618,g4649.t1,chr3L,+,4436728,4438308,4436888,4438206,2,"4436728,4436946,","4436891,4438308,",0,g4649,cmpl,cmpl,"0,0,"
618,g4650.t1,chr3L,+,4444328,4447930,4446674,4447620,3,"4444328,4446576,4447176,","4444530,4446677,4447930,",0,g4650,cmpl,cmpl,"-1,0,0,"
619,g4651.t2,chr3L,-,4456831,4460308,4457319,4460247,3,"4456831,4459417,4460244,","4458045,4459960,4460308,",0,g4651,cmpl,cmpl,"0,0,0,"
619,g4651.t1,chr3L,-,4459215,4460308,4459297,4460247,2,"4459215,4460244,","4459960,4460308,",0,g4651,cmpl,cmpl,"0,0,"
619,g4652.t1,chr3L,-,4460625,4461368,4460745,4461319,2,"4460625,4461316,","4461252,4461368,",0,g4652,cmpl,cmpl,"0,0,"
619,g4653.t1,chr3L,-,4462981,4466668,4463047,4466624,3,"4462981,4466087,4466621,","4463348,4466470,4466668,",0,g4653,cmpl,cmpl,"2,0,0,"
619,g4654.t1,chr3L,+,4469978,4471010,4470006,4470796,2,"4469978,4470070,","4470009,4471010,",0,g4654,cmpl,cmpl,"0,0,"
619,g4655.t1,chr3L,+,4471718,4472493,4471764,4472384,2,"4471718,4471838,","4471767,4472493,",0,g4655,cmpl,cmpl,"0,0,"
619,g4656.t1,chr3L,+,4473058,4475070,4473167,4475024,1,"4473058,","4475070,",0,g4656,cmpl,cmpl,"0,"
619,g4657.t1,chr3L,+,4480278,4481646,4480330,4481375,2,"4480278,4480412,","4480333,4481646,",0,g4657,cmpl,cmpl,"0,0,"
619,g4658.t1,chr3L,+,4482788,4484375,4482843,4484279,2,"4482788,4482911,","4482846,4484375,",0,g4658,cmpl,cmpl,"0,0,"
619,g4659.t1,chr3L,-,4485202,4496678,4485408,4496604,5,"4485202,4487520,4495120,4496367,4496593,","4487463,4487583,4495189,4496467,4496678,",0,g4659,cmpl,cmpl,"0,0,0,2,0,"
619,g4660.t1,chr3L,-,4496910,4497748,4497207,4497658,2,"4496910,4497405,","4497275,4497748,",0,g4660,cmpl,cmpl,"1,0,"
619,g4661.t1,chr3L,-,4498905,4500518,4498974,4500438,1,"4498905,","4500518,",0,g4661,cmpl,cmpl,"0,"
619,g4662.t1,chr3L,-,4501656,4508208,4501975,4505855,6,"4501656,4503531,4504047,4504403,4505399,4507948,","4503464,4503678,4504179,4505308,4505902,4508208,",0,g4662,cmpl,cmpl,"2,2,2,0,0,-1,"
619,g4663.t1,chr3L,-,4510289,4528658,4511235,4527889,6,"4510289,4512177,4512657,4512915,4527870,4528560,","4511546,4512595,4512851,4515255,4528507,4528658,",0,g4663,cmpl,cmpl,"1,0,1,1,0,-1,"
619,g4664.t1,chr3L,+,4535792,4539266,4535993,4538998,5,"4535792,4536889,4537814,4538250,4538866,","4536363,4537742,4538180,4538794,4539266,",0,g4664,cmpl,cmpl,"0,1,2,2,0,"
619,g4665.t1,chr3L,-,4539331,4541252,4539406,4541168,6,"4539331,4540084,4540294,4540712,4540922,4541064,","4540031,4540230,4540653,4540847,4541011,4541252,",0,g4665,cmpl,cmpl,"2,0,1,1,2,0,"
619,g4666.t1,chr3L,+,4548582,4552727,4551097,4552566,3,"4548582,4551001,4552104,","4548637,4551940,4552727,",0,g4666,cmpl,cmpl,"-1,0,0,"
77,g4667.t1,chr3L,+,4553962,4591840,4563808,4591525,10,"4553962,4563796,4578759,4579446,4580076,4586579,4588068,4589783,4591498,4591611,","4553979,4563896,4578869,4579519,4580159,4586783,4588124,4589967,4591529,4591840,",0,g4667,cmpl,cmpl,"-1,0,1,0,1,0,0,2,0,-1,"
620,g4668.t1,chr3L,-,4592986,4598452,4594640,4598418,6,"4592986,4594635,4595316,4595691,4596063,4598153,","4594162,4595255,4595624,4595945,4596280,4598452,",0,g4668,cmpl,cmpl,"-1,0,1,2,1,0,"
620,g4669.t1,chr3L,+,4617522,4623033,4621264,4622962,3,"4617522,4619476,4621065,","4617574,4619763,4623033,",0,g4669,cmpl,cmpl,"-1,-1,0,"
620,g4670.t1,chr3L,+,4626832,4629466,4626939,4629115,4,"4626832,4627419,4627610,4628951,","4626982,4627532,4628856,4629466,",0,g4670,cmpl,cmpl,"0,1,0,1,"
620,g4671.t1,chr3L,-,4634305,4647682,4634435,4647509,8,"4634305,4642676,4642937,4643396,4644043,4645559,4646823,4647469,","4634819,4642807,4643244,4643726,4644225,4646180,4647024,4647682,",0,g4671,cmpl,cmpl,"0,1,0,0,1,1,1,0,"
620,g4672.t1,chr3L,+,4648722,4650236,4648779,4650135,1,"4648722,","4650236,",0,g4672,cmpl,cmpl,"0,"
620,g4673.t1,chr3L,-,4650288,4665702,4650401,4665583,10,"4650288,4650509,4650936,4655972,4656559,4659479,4660076,4664126,4664422,4665504,","4650451,4650776,4651184,4656372,4656774,4660012,4660409,4664323,4664953,4665702,",0,g4673,cmpl,cmpl,"1,1,2,1,2,0,0,1,1,0,"
620,g4673.t2,chr3L,-,4650288,4675942,4650401,4675835,15,"4650288,4650509,4650936,4655972,4656559,4659479,4660076,4664126,4664422,4666096,4670117,4671825,4673172,4674955,4675381,","4650451,4650776,4651184,4656372,4656774,4660012,4660409,4664323,4664953,4667059,4670402,4671961,4673392,4675229,4675942,",0,g4673,cmpl,cmpl,"1,1,2,1,2,0,0,1,1,1,1,0,2,1,0,"
