bin,chrom,chromStart,chromEnd,name,length,cpgNum,gcNum,perCpg,perGc,obsExp
717,chr3L,17342163,17342657,CpG: 40,494,40,255,16.2,51.6,1.22
717,chr3L,17343095,17343959,CpG: 56,864,56,445,13,51.5,0.98
717,chr3L,17345177,17345889,CpG: 60,712,60,416,16.9,58.4,0.99
717,chr3L,17346353,17346677,CpG: 29,324,29,191,17.9,59,1.03
717,chr3L,17347583,17348084,CpG: 38,501,38,264,15.2,52.7,1.09
717,chr3L,17358482,17358824,CpG: 24,342,24,182,14,53.2,0.99
717,chr3L,17359278,17360665,CpG: 133,1387,133,803,19.2,57.9,1.14
717,chr3L,17363028,17363347,CpG: 23,319,23,170,14.4,53.3,1.04
717,chr3L,17370392,17374141,CpG: 230,3749,230,1878,12.3,50.1,0.98
717,chr3L,17374457,17374739,CpG: 26,282,26,147,18.4,52.1,1.36
717,chr3L,17376228,17376434,CpG: 17,206,17,107,16.5,51.9,1.24
717,chr3L,17380214,17380433,CpG: 19,219,19,120,17.4,54.8,1.16
717,chr3L,17381481,17382205,CpG: 60,724,60,430,16.6,59.4,0.94
717,chr3L,17384086,17385474,CpG: 87,1388,87,887,12.5,63.9,0.99
717,chr3L,17386233,17387128,CpG: 61,895,61,461,13.6,51.5,1.04
717,chr3L,17388759,17389918,CpG: 78,1159,78,597,13.5,51.5,1.02
717,chr3L,17396562,17397940,CpG: 95,1378,95,761,13.8,55.2,0.91
717,chr3L,17400538,17400823,CpG: 38,285,38,192,26.7,67.4,1.18
717,chr3L,17401241,17401841,CpG: 48,600,48,343,16,57.2,0.98
717,chr3L,17404302,17404786,CpG: 40,484,40,266,16.5,55,1.09
717,chr3L,17407702,17407925,CpG: 17,223,17,118,15.2,52.9,1.09
717,chr3L,17409247,17409842,CpG: 57,595,57,364,19.2,61.2,1.05
717,chr3L,17412118,17412467,CpG: 29,349,29,186,16.6,53.3,1.2
717,chr3L,17420839,17421578,CpG: 53,739,53,379,14.3,51.3,1.11
717,chr3L,17422782,17423046,CpG: 19,264,19,135,14.4,51.1,1.11
717,chr3L,17424456,17425034,CpG: 51,578,51,331,17.6,57.3,1.09
717,chr3L,17425913,17426485,CpG: 37,572,37,287,12.9,50.2,1.06
717,chr3L,17430116,17430586,CpG: 34,470,34,251,14.5,53.4,1.01
717,chr3L,17431721,17431998,CpG: 23,277,23,140,16.6,50.5,1.32
718,chr3L,17432776,17433170,CpG: 43,394,43,225,21.8,57.1,1.36
718,chr3L,17435333,17436168,CpG: 58,835,58,429,13.9,51.4,1.07
718,chr3L,17439219,17439501,CpG: 26,282,26,162,18.4,57.4,1.15
718,chr3L,17444400,17444900,CpG: 47,500,47,281,18.8,56.2,1.19
718,chr3L,17450794,17451285,CpG: 36,491,36,284,14.7,57.8,0.89
718,chr3L,17451756,17453369,CpG: 109,1613,109,965,13.5,59.8,0.77
718,chr3L,17466208,17466774,CpG: 43,566,43,309,15.2,54.6,1.02
718,chr3L,17470195,17470500,CpG: 31,305,31,180,20.3,59,1.19
718,chr3L,17472711,17472924,CpG: 20,213,20,126,18.8,59.2,1.08
718,chr3L,17474157,17474441,CpG: 26,284,26,149,18.3,52.5,1.33
718,chr3L,17475475,17475748,CpG: 30,273,30,153,22,56,1.46
718,chr3L,17478316,17478817,CpG: 39,501,39,289,15.6,57.7,0.95
718,chr3L,17479441,17479941,CpG: 38,500,38,265,15.2,53,1.09
718,chr3L,17480515,17480716,CpG: 15,201,15,109,14.9,54.2,1.03
718,chr3L,17491753,17492062,CpG: 22,309,22,157,14.2,50.8,1.12
718,chr3L,17508289,17508692,CpG: 31,403,31,234,15.4,58.1,0.92
718,chr3L,17509462,17509799,CpG: 26,337,26,200,15.4,59.3,0.89
718,chr3L,17512040,17515757,CpG: 298,3717,298,2041,16,54.9,1.06
718,chr3L,17537166,17537479,CpG: 22,313,22,167,14.1,53.4,1.01
718,chr3L,17540680,17541006,CpG: 27,326,27,194,16.6,59.5,0.94
718,chr3L,17546911,17547348,CpG: 36,437,36,258,16.5,59,1
718,chr3L,17549918,17550368,CpG: 36,450,36,262,16,58.2,0.95
718,chr3L,17552943,17553222,CpG: 24,279,24,168,17.2,60.2,0.95
718,chr3L,17554368,17555167,CpG: 65,799,65,471,16.3,58.9,0.95
718,chr3L,17556515,17557688,CpG: 98,1173,98,659,16.7,56.2,1.08
718,chr3L,17561702,17562754,CpG: 87,1052,87,647,16.5,61.5,0.88
719,chr3L,17564616,17564984,CpG: 46,368,46,237,25,64.4,1.22
719,chr3L,17565366,17565629,CpG: 21,263,21,164,16,62.4,0.87
719,chr3L,17573926,17574254,CpG: 30,328,30,177,18.3,54,1.26
719,chr3L,17574823,17576750,CpG: 162,1927,162,1060,16.8,55,1.11
719,chr3L,17579608,17579968,CpG: 34,360,34,197,18.9,54.7,1.29
719,chr3L,17584788,17585043,CpG: 28,255,28,163,22,63.9,1.14
719,chr3L,17586136,17586675,CpG: 42,539,42,291,15.6,54,1.07
719,chr3L,17589450,17589653,CpG: 18,203,18,108,17.7,53.2,1.25
719,chr3L,17590369,17591215,CpG: 60,846,60,454,14.2,53.7,1
719,chr3L,17594798,17595086,CpG: 29,288,29,162,20.1,56.2,1.27
719,chr3L,17595674,17596580,CpG: 60,906,60,476,13.2,52.5,0.96
719,chr3L,17597448,17598458,CpG: 81,1010,81,577,16,57.1,0.99
719,chr3L,17601639,17602344,CpG: 49,705,49,365,13.9,51.8,1.06
719,chr3L,17604977,17605212,CpG: 19,235,19,118,16.2,50.2,1.28
719,chr3L,17608139,17608480,CpG: 32,341,32,196,18.8,57.5,1.15
719,chr3L,17610975,17611306,CpG: 30,331,30,191,18.1,57.7,1.09
719,chr3L,17611728,17612573,CpG: 61,845,61,449,14.4,53.1,1.03
719,chr3L,17616925,17617173,CpG: 22,248,22,128,17.7,51.6,1.33
719,chr3L,17618942,17619478,CpG: 53,536,53,269,19.8,50.2,1.59
719,chr3L,17633153,17633831,CpG: 61,678,61,370,18,54.6,1.21
719,chr3L,17636742,17639672,CpG: 201,2930,201,1524,13.7,52,1.02
719,chr3L,17643362,17643726,CpG: 29,364,29,203,15.9,55.8,1.03
719,chr3L,17648459,17649269,CpG: 68,810,68,469,16.8,57.9,1.01
719,chr3L,17649882,17650500,CpG: 48,618,48,348,15.5,56.3,0.98
719,chr3L,17662101,17665859,CpG: 244,3758,244,2011,13,53.5,0.91
720,chr3L,17702613,17702824,CpG: 17,211,17,108,16.1,51.2,1.23
720,chr3L,17705838,17706610,CpG: 63,772,63,389,16.3,50.4,1.29
720,chr3L,17711125,17711374,CpG: 18,249,18,130,14.5,52.2,1.06
720,chr3L,17729614,17729872,CpG: 24,258,24,165,18.6,64,0.91
720,chr3L,17739565,17739877,CpG: 23,312,23,159,14.7,51,1.15
720,chr3L,17740746,17741161,CpG: 39,415,39,223,18.8,53.7,1.3
720,chr3L,17742021,17742269,CpG: 23,248,23,153,18.5,61.7,0.98
720,chr3L,17744138,17744363,CpG: 19,225,19,126,16.9,56,1.1
720,chr3L,17745356,17745780,CpG: 33,424,33,216,15.6,50.9,1.2
720,chr3L,17747784,17748070,CpG: 23,286,23,149,16.1,52.1,1.19
720,chr3L,17748677,17749344,CpG: 42,667,42,347,12.6,52,0.93
720,chr3L,17750109,17750889,CpG: 57,780,57,398,14.6,51,1.13
720,chr3L,17751281,17751567,CpG: 23,286,23,155,16.1,54.2,1.1
720,chr3L,17752293,17752670,CpG: 28,377,28,208,14.9,55.2,0.99
720,chr3L,17754079,17754577,CpG: 49,498,49,272,19.7,54.6,1.32
720,chr3L,17755032,17755256,CpG: 20,224,20,117,17.9,52.2,1.31
720,chr3L,17755952,17756771,CpG: 52,819,52,426,12.7,52,0.94
720,chr3L,17757954,17758272,CpG: 25,318,25,170,15.7,53.5,1.1
720,chr3L,17758803,17759326,CpG: 47,523,47,303,18,57.9,1.07
720,chr3L,17768751,17768968,CpG: 17,217,17,119,15.7,54.8,1.05
720,chr3L,17788525,17788953,CpG: 29,428,29,220,13.6,51.4,1.04
720,chr3L,17791152,17791396,CpG: 25,244,25,153,20.5,62.7,1.05
720,chr3L,17795638,17796147,CpG: 36,509,36,276,14.1,54.2,0.97
720,chr3L,17798700,17799523,CpG: 60,823,60,452,14.6,54.9,0.98
720,chr3L,17801892,17802094,CpG: 22,202,22,129,21.8,63.9,1.07
720,chr3L,17802956,17808948,CpG: 378,5992,378,3008,12.6,50.2,1
720,chr3L,17809435,17809727,CpG: 24,292,24,170,16.4,58.2,0.97
720,chr3L,17820651,17821004,CpG: 27,353,27,192,15.3,54.4,1.03
721,chr3L,17825900,17826153,CpG: 19,253,19,140,15,55.3,0.98
721,chr3L,17829495,17829712,CpG: 19,217,19,126,17.5,58.1,1.05
721,chr3L,17833249,17833494,CpG: 26,245,26,141,21.2,57.6,1.31
721,chr3L,17834832,17835041,CpG: 25,209,25,130,23.9,62.2,1.27
721,chr3L,17837289,17838802,CpG: 116,1513,116,831,15.3,54.9,1.02
721,chr3L,17839892,17840612,CpG: 61,720,61,412,16.9,57.2,1.04
721,chr3L,17841270,17842458,CpG: 83,1188,83,598,14,50.3,1.11
721,chr3L,17844544,17844814,CpG: 21,270,21,148,15.6,54.8,1.04
721,chr3L,17845753,17849010,CpG: 218,3257,218,1710,13.4,52.5,0.97
721,chr3L,17849954,17850516,CpG: 40,562,40,309,14.2,55,0.95
721,chr3L,17851142,17852133,CpG: 78,991,78,552,15.7,55.7,1.02
721,chr3L,17854312,17854692,CpG: 37,380,37,205,19.5,53.9,1.34
721,chr3L,17855634,17855981,CpG: 30,347,30,177,17.3,51,1.33
721,chr3L,17864054,17864313,CpG: 26,259,26,145,20.1,56,1.42
721,chr3L,17867605,17867832,CpG: 18,227,18,116,15.9,51.1,1.26
721,chr3L,17881904,17882420,CpG: 38,516,38,283,14.7,54.8,0.99
721,chr3L,17883875,17884218,CpG: 25,343,25,179,14.6,52.2,1.08
721,chr3L,17885145,17885424,CpG: 20,279,20,142,14.3,50.9,1.11
721,chr3L,17886095,17886508,CpG: 36,413,36,230,17.4,55.7,1.13
721,chr3L,17889770,17890249,CpG: 36,479,36,264,15,55.1,0.99
721,chr3L,17890542,17891003,CpG: 30,461,30,240,13,52.1,0.99
721,chr3L,17908598,17909240,CpG: 58,642,58,365,18.1,56.9,1.12
721,chr3L,17913256,17913550,CpG: 26,294,26,153,17.7,52,1.32
721,chr3L,17923971,17924562,CpG: 52,591,52,300,17.6,50.8,1.37
721,chr3L,17926888,17927147,CpG: 20,259,20,136,15.4,52.5,1.13
721,chr3L,17933098,17933417,CpG: 23,319,23,173,14.4,54.2,0.99
721,chr3L,17944596,17944902,CpG: 23,306,23,162,15,52.9,1.1
721,chr3L,17945354,17945589,CpG: 19,235,19,129,16.2,54.9,1.07
721,chr3L,17947470,17947753,CpG: 27,283,27,154,19.1,54.4,1.33
721,chr3L,17950450,17950767,CpG: 25,317,25,160,15.8,50.5,1.28
90,chr3L,17953611,17957783,CpG: 313,4172,313,2299,15,55.1,0.99
722,chr3L,17961604,17961915,CpG: 32,311,32,162,20.6,52.1,1.52
722,chr3L,17964588,17965650,CpG: 86,1062,86,546,16.2,51.4,1.23
722,chr3L,17969645,17970367,CpG: 52,722,52,429,14.4,59.4,0.82
722,chr3L,17971138,17971546,CpG: 32,408,32,231,15.7,56.6,0.99
722,chr3L,17972410,17972665,CpG: 30,255,30,151,23.5,59.2,1.35
722,chr3L,17974100,17974334,CpG: 18,234,18,119,15.4,50.9,1.24
722,chr3L,17976570,17977224,CpG: 46,654,46,340,14.1,52,1.04
722,chr3L,17979708,17980042,CpG: 30,334,30,174,18,52.1,1.32
722,chr3L,17980807,17981043,CpG: 23,236,23,120,19.5,50.8,1.55
722,chr3L,17982893,17983119,CpG: 19,226,19,126,16.8,55.8,1.1
722,chr3L,17983800,17984480,CpG: 44,680,44,356,12.9,52.4,0.95
722,chr3L,17986095,17986535,CpG: 32,440,32,230,14.5,52.3,1.07
722,chr3L,17991722,17992064,CpG: 27,342,27,173,15.8,50.6,1.24
722,chr3L,17999413,17999729,CpG: 39,316,39,169,24.7,53.5,1.73
722,chr3L,18005694,18005925,CpG: 19,231,19,120,16.5,51.9,1.28
722,chr3L,18008628,18009099,CpG: 33,471,33,260,14,55.2,0.93
722,chr3L,18013224,18013693,CpG: 38,469,38,236,16.2,50.3,1.29
722,chr3L,18027505,18027718,CpG: 18,213,18,124,16.9,58.2,1
722,chr3L,18044300,18044632,CpG: 31,332,31,182,18.7,54.8,1.25
722,chr3L,18058132,18059523,CpG: 105,1391,105,842,15.1,60.5,0.85
722,chr3L,18061145,18061538,CpG: 36,393,36,211,18.3,53.7,1.31
722,chr3L,18064585,18064848,CpG: 29,263,29,138,22.1,52.5,1.62
722,chr3L,18066566,18066777,CpG: 17,211,17,117,16.1,55.5,1.05
722,chr3L,18077697,18077957,CpG: 20,260,20,147,15.4,56.5,0.99
723,chr3L,18089188,18089610,CpG: 43,422,43,253,20.4,60,1.13
723,chr3L,18101842,18102070,CpG: 19,228,19,125,16.7,54.8,1.16
723,chr3L,18106031,18106248,CpG: 22,217,22,116,20.3,53.5,1.42
723,chr3L,18106667,18107406,CpG: 55,739,55,417,14.9,56.4,0.94
723,chr3L,18108085,18108455,CpG: 25,370,25,199,13.5,53.8,0.93
723,chr3L,18108774,18110299,CpG: 106,1525,106,802,13.9,52.6,1.01
723,chr3L,18111656,18111896,CpG: 22,240,22,125,18.3,52.1,1.36
723,chr3L,18114389,18114681,CpG: 23,292,23,152,15.8,52.1,1.19
723,chr3L,18131421,18132151,CpG: 50,730,50,379,13.7,51.9,1.02
723,chr3L,18136000,18136230,CpG: 23,230,23,124,20,53.9,1.39
723,chr3L,18139805,18140008,CpG: 24,203,24,128,23.6,63.1,1.19
723,chr3L,18148806,18149223,CpG: 33,417,33,225,15.8,54,1.09
723,chr3L,18153132,18153436,CpG: 23,304,23,178,15.1,58.6,0.88
723,chr3L,18158031,18158512,CpG: 43,481,43,303,17.9,63,0.91
723,chr3L,18158906,18159144,CpG: 22,238,22,141,18.5,59.2,1.15
723,chr3L,18172067,18172477,CpG: 35,410,35,231,17.1,56.3,1.08
723,chr3L,18173032,18173573,CpG: 59,541,59,352,21.8,65.1,1.1
723,chr3L,18174995,18175266,CpG: 23,271,23,144,17,53.1,1.2
723,chr3L,18184824,18185099,CpG: 37,275,37,188,26.9,68.4,1.26
724,chr3L,18233281,18233631,CpG: 24,350,24,180,13.7,51.4,1.04
724,chr3L,18234435,18234769,CpG: 28,334,28,172,16.8,51.5,1.28
724,chr3L,18240547,18241062,CpG: 42,515,42,286,16.3,55.5,1.06
724,chr3L,18242986,18243264,CpG: 23,278,23,154,16.5,55.4,1.09
724,chr3L,18243724,18244016,CpG: 28,292,28,154,19.2,52.7,1.4
724,chr3L,18249949,18250158,CpG: 19,209,19,112,18.2,53.6,1.27
724,chr3L,18292422,18294224,CpG: 126,1802,126,995,14,55.2,0.92
724,chr3L,18303711,18303922,CpG: 18,211,18,115,17.1,54.5,1.15
724,chr3L,18348157,18348424,CpG: 22,267,22,138,16.5,51.7,1.28
724,chr3L,18348979,18349265,CpG: 28,286,28,152,19.6,53.1,1.39
725,chr3L,18382235,18382770,CpG: 41,535,41,271,15.3,50.7,1.2
725,chr3L,18402932,18403258,CpG: 25,326,25,172,15.3,52.8,1.12
725,chr3L,18405722,18405989,CpG: 21,267,21,144,15.7,53.9,1.08
725,chr3L,18419683,18419937,CpG: 28,254,28,134,22,52.8,1.59
725,chr3L,18427170,18427522,CpG: 28,352,28,182,15.9,51.7,1.19
725,chr3L,18457461,18457727,CpG: 19,266,19,136,14.3,51.1,1.09
726,chr3L,18486611,18486928,CpG: 26,317,26,190,16.4,59.9,0.92
726,chr3L,18487882,18488089,CpG: 18,207,18,119,17.4,57.5,1.08
726,chr3L,18492916,18493167,CpG: 21,251,21,132,16.7,52.6,1.21
726,chr3L,18507650,18508028,CpG: 26,378,26,192,13.8,50.8,1.11
726,chr3L,18546408,18546801,CpG: 38,393,38,223,19.3,56.7,1.21
726,chr3L,18580463,18580856,CpG: 28,393,28,203,14.2,51.7,1.18
726,chr3L,18587869,18588186,CpG: 25,317,25,181,15.8,57.1,0.97
726,chr3L,18589061,18590110,CpG: 75,1049,75,614,14.3,58.5,0.84
726,chr3L,18592356,18593405,CpG: 75,1049,75,616,14.3,58.7,0.83
726,chr3L,18594971,18595198,CpG: 17,227,17,115,15,50.7,1.23
727,chr3L,18616752,18616999,CpG: 18,247,18,131,14.6,53,1.04
727,chr3L,18619402,18624416,CpG: 349,5014,349,2567,13.9,51.2,1.06
727,chr3L,18627581,18628046,CpG: 35,465,35,238,15.1,51.2,1.15
727,chr3L,18636729,18636972,CpG: 19,243,19,122,15.6,50.2,1.26
727,chr3L,18641269,18641551,CpG: 34,282,34,158,24.1,56,1.54
727,chr3L,18647138,18647526,CpG: 30,388,30,217,15.5,55.9,0.99
727,chr3L,18656461,18656766,CpG: 25,305,25,168,16.4,55.1,1.12
727,chr3L,18662624,18664861,CpG: 173,2237,173,1192,15.5,53.3,1.09
727,chr3L,18669053,18669827,CpG: 72,774,72,466,18.6,60.2,1.04
727,chr3L,18670033,18670277,CpG: 17,244,17,147,13.9,60.2,0.81
727,chr3L,18672421,18673263,CpG: 67,842,67,475,15.9,56.4,1
727,chr3L,18681161,18681579,CpG: 40,418,40,249,19.1,59.6,1.08
727,chr3L,18683198,18683466,CpG: 21,268,21,163,15.7,60.8,0.85
727,chr3L,18684713,18685688,CpG: 65,975,65,497,13.3,51,1.03
727,chr3L,18685910,18686217,CpG: 26,307,26,174,16.9,56.7,1.05
727,chr3L,18690250,18690514,CpG: 22,264,22,142,16.7,53.8,1.15
727,chr3L,18691626,18691846,CpG: 17,220,17,125,15.5,56.8,0.96
727,chr3L,18693515,18693723,CpG: 15,208,15,112,14.4,53.8,1
727,chr3L,18696538,18696780,CpG: 20,242,20,136,16.5,56.2,1.05
727,chr3L,18697141,18697428,CpG: 20,287,20,146,13.9,50.9,1.08
727,chr3L,18698936,18699232,CpG: 25,296,25,177,16.9,59.8,1.01
727,chr3L,18701506,18701913,CpG: 35,407,35,221,17.2,54.3,1.17
727,chr3L,18717674,18717997,CpG: 25,323,25,171,15.5,52.9,1.1
727,chr3L,18722667,18723116,CpG: 32,449,32,265,14.3,59,0.82
727,chr3L,18739609,18739825,CpG: 18,216,18,113,16.7,52.3,1.22
728,chr3L,18748156,18748387,CpG: 20,231,20,123,17.3,53.2,1.27
728,chr3L,18749565,18750161,CpG: 50,596,50,348,16.8,58.4,1
728,chr3L,18755141,18755868,CpG: 60,727,60,394,16.5,54.2,1.13
728,chr3L,18759021,18759525,CpG: 45,504,45,260,17.9,51.6,1.35
728,chr3L,18763349,18764474,CpG: 87,1125,87,644,15.5,57.2,0.95
728,chr3L,18765698,18765922,CpG: 31,224,31,131,27.7,58.5,1.66
728,chr3L,18781817,18782044,CpG: 23,227,23,126,20.3,55.5,1.42
728,chr3L,18783547,18784177,CpG: 45,630,45,335,14.3,53.2,1.03
728,chr3L,18792879,18793265,CpG: 27,386,27,217,14,56.2,0.89
728,chr3L,18795825,18796145,CpG: 30,320,30,178,18.8,55.6,1.21
728,chr3L,18797759,18798199,CpG: 30,440,30,231,13.6,52.5,1.01
728,chr3L,18805934,18806157,CpG: 19,223,19,130,17,58.3,1
728,chr3L,18806615,18809369,CpG: 164,2754,164,1548,11.9,56.2,0.78
728,chr3L,18821320,18821919,CpG: 51,599,51,342,17,57.1,1.05
728,chr3L,18826458,18827064,CpG: 48,606,48,348,15.8,57.4,0.97
728,chr3L,18827366,18827919,CpG: 40,553,40,332,14.5,60,0.81
728,chr3L,18840226,18840686,CpG: 44,460,44,246,19.1,53.5,1.38
728,chr3L,18841724,18842011,CpG: 24,287,24,165,16.7,57.5,1.09
728,chr3L,18860603,18860855,CpG: 27,252,27,150,21.4,59.5,1.21
728,chr3L,18867808,18868053,CpG: 18,245,18,125,14.7,51,1.14
728,chr3L,18870950,18871423,CpG: 37,473,37,269,15.6,56.9,0.97
729,chr3L,18877151,18877371,CpG: 15,220,15,118,13.6,53.6,0.96
729,chr3L,18880234,18880968,CpG: 59,734,59,436,16.1,59.4,0.92
729,chr3L,18890305,18890630,CpG: 30,325,30,167,18.5,51.4,1.4
729,chr3L,18893406,18893932,CpG: 43,526,43,321,16.3,61,0.88
729,chr3L,18894429,18894770,CpG: 28,341,28,197,16.4,57.8,0.98
729,chr3L,18899028,18899883,CpG: 75,855,75,458,17.5,53.6,1.23
729,chr3L,18900932,18901238,CpG: 27,306,27,173,17.6,56.5,1.11
729,chr3L,18902691,18902905,CpG: 19,214,19,118,17.8,55.1,1.18
729,chr3L,18903151,18903452,CpG: 24,301,24,170,15.9,56.5,1
729,chr3L,18904241,18904687,CpG: 38,446,38,259,17,58.1,1.01
729,chr3L,18905491,18906902,CpG: 105,1411,105,749,14.9,53.1,1.06
729,chr3L,18910975,18911566,CpG: 51,591,51,310,17.3,52.5,1.26
729,chr3L,18918117,18918535,CpG: 30,418,30,228,14.4,54.5,0.97
729,chr3L,18918851,18919093,CpG: 18,242,18,137,14.9,56.6,0.94
729,chr3L,18920014,18920230,CpG: 20,216,20,117,18.5,54.2,1.3
729,chr3L,18920577,18921359,CpG: 54,782,54,436,13.8,55.8,0.89
729,chr3L,18923518,18924373,CpG: 86,855,86,491,20.1,57.4,1.23
729,chr3L,18932806,18933026,CpG: 20,220,20,111,18.2,50.5,1.43
729,chr3L,18946796,18947185,CpG: 28,389,28,195,14.4,50.1,1.17
729,chr3L,18950279,18950669,CpG: 28,390,28,196,14.4,50.3,1.14
729,chr3L,18954323,18954573,CpG: 23,250,23,147,18.4,58.8,1.07
729,chr3L,18961005,18961419,CpG: 29,414,29,226,14,54.6,0.95
729,chr3L,18963115,18963518,CpG: 31,403,31,220,15.4,54.6,1.03
729,chr3L,18981526,18982224,CpG: 54,698,54,363,15.5,52,1.15
729,chr3L,18984327,18985433,CpG: 75,1106,75,592,13.6,53.5,0.95
729,chr3L,18987382,18987678,CpG: 22,296,22,155,14.9,52.4,1.08
729,chr3L,18990833,18991179,CpG: 28,346,28,202,16.2,58.4,0.95
729,chr3L,18995756,18995999,CpG: 28,243,28,124,23,51,1.81
729,chr3L,18996534,18996883,CpG: 32,349,32,205,18.3,58.7,1.07
729,chr3L,18998492,18998846,CpG: 26,354,26,192,14.7,54.2,1
91,chr3L,19005086,19005924,CpG: 58,838,58,515,13.8,61.5,0.75
730,chr3L,19006606,19006905,CpG: 29,299,29,195,19.4,65.2,0.91
730,chr3L,19007632,19008243,CpG: 63,611,63,379,20.6,62,1.07
730,chr3L,19010788,19010991,CpG: 20,203,20,124,19.7,61.1,1.06
730,chr3L,19015891,19016446,CpG: 43,555,43,290,15.5,52.3,1.14
730,chr3L,19025089,19025327,CpG: 20,238,20,129,16.8,54.2,1.15
730,chr3L,19041070,19041651,CpG: 41,581,41,313,14.1,53.9,0.99
730,chr3L,19041947,19042287,CpG: 35,340,35,194,20.6,57.1,1.27
730,chr3L,19043290,19043521,CpG: 22,231,22,118,19,51.1,1.49
730,chr3L,19046734,19047407,CpG: 57,673,57,361,16.9,53.6,1.18
730,chr3L,19057446,19057739,CpG: 22,293,22,162,15,55.3,0.99
730,chr3L,19062045,19062272,CpG: 16,227,16,132,14.1,58.1,0.86
730,chr3L,19064354,19065149,CpG: 55,795,55,419,13.8,52.7,1
730,chr3L,19068610,19069276,CpG: 62,666,62,408,18.6,61.3,0.99
730,chr3L,19072536,19072858,CpG: 24,322,24,166,14.9,51.6,1.13
730,chr3L,19073116,19073397,CpG: 24,281,24,144,17.1,51.2,1.3
730,chr3L,19079223,19079424,CpG: 16,201,16,111,15.9,55.2,1.12
730,chr3L,19081304,19081507,CpG: 20,203,20,112,19.7,55.2,1.3
730,chr3L,19085335,19085630,CpG: 32,295,32,185,21.7,62.7,1.12
730,chr3L,19087523,19087924,CpG: 29,401,29,208,14.5,51.9,1.09
730,chr3L,19089086,19089354,CpG: 23,268,23,140,17.2,52.2,1.29
730,chr3L,19091327,19091717,CpG: 34,390,34,198,17.4,50.8,1.36
730,chr3L,19092801,19093242,CpG: 35,441,35,251,15.9,56.9,0.99
730,chr3L,19093750,19094377,CpG: 42,627,42,323,13.4,51.5,1.01
730,chr3L,19095811,19096101,CpG: 31,290,31,168,21.4,57.9,1.28
730,chr3L,19096881,19097531,CpG: 43,650,43,350,13.2,53.8,0.91
730,chr3L,19107080,19108386,CpG: 131,1306,131,850,20.1,65.1,0.95
730,chr3L,19110145,19110409,CpG: 26,264,26,169,19.7,64,0.96
730,chr3L,19111332,19111807,CpG: 33,475,33,242,13.9,50.9,1.07
730,chr3L,19113029,19113334,CpG: 26,305,26,156,17,51.1,1.3
731,chr3L,19139036,19139745,CpG: 48,709,48,361,13.5,50.9,1.04
731,chr3L,19143570,19146465,CpG: 221,2895,221,1766,15.3,61,0.82
731,chr3L,19146839,19147066,CpG: 18,227,18,123,15.9,54.2,1.08
731,chr3L,19154875,19155190,CpG: 26,315,26,162,16.5,51.4,1.28
731,chr3L,19163654,19163859,CpG: 17,205,17,103,16.6,50.2,1.31
731,chr3L,19171714,19172353,CpG: 46,639,46,332,14.4,52,1.09
731,chr3L,19172817,19173119,CpG: 20,302,20,161,13.2,53.3,0.93
731,chr3L,19178359,19178603,CpG: 17,244,17,129,13.9,52.9,1.05
731,chr3L,19197372,19197676,CpG: 21,304,21,156,13.8,51.3,1.06
731,chr3L,19198273,19198497,CpG: 21,224,21,129,18.8,57.6,1.15
731,chr3L,19202171,19202493,CpG: 25,322,25,168,15.5,52.2,1.14
731,chr3L,19208837,19209064,CpG: 18,227,18,116,15.9,51.1,1.26
731,chr3L,19224571,19224805,CpG: 18,234,18,124,15.4,53,1.1
731,chr3L,19230835,19231215,CpG: 33,380,33,207,17.4,54.5,1.17
731,chr3L,19239206,19239451,CpG: 19,245,19,123,15.5,50.2,1.23
731,chr3L,19240661,19241059,CpG: 33,398,33,206,16.6,51.8,1.24
731,chr3L,19251230,19251570,CpG: 27,340,27,186,15.9,54.7,1.07
731,chr3L,19254307,19256931,CpG: 184,2624,184,1385,14,52.8,1.01
731,chr3L,19260137,19260355,CpG: 17,218,17,117,15.6,53.7,1.08
731,chr3L,19261689,19262065,CpG: 34,376,34,228,18.1,60.6,0.98
731,chr3L,19264528,19265214,CpG: 54,686,54,398,15.7,58,0.94
91,chr3L,19266931,19268434,CpG: 101,1503,101,833,13.4,55.4,0.88
732,chr3L,19276614,19276818,CpG: 23,204,23,119,22.5,58.3,1.33
732,chr3L,19279572,19279813,CpG: 19,241,19,132,15.8,54.8,1.1
732,chr3L,19283204,19284014,CpG: 64,810,64,476,15.8,58.8,0.92
732,chr3L,19284838,19285105,CpG: 31,267,31,166,23.2,62.2,1.2
732,chr3L,19288239,19288979,CpG: 66,740,66,386,17.8,52.2,1.31
732,chr3L,19299632,19299882,CpG: 22,250,22,131,17.6,52.4,1.28
732,chr3L,19305994,19306324,CpG: 26,330,26,174,15.8,52.7,1.13
732,chr3L,19307372,19307725,CpG: 29,353,29,193,16.4,54.7,1.11
732,chr3L,19309763,19310205,CpG: 33,442,33,229,14.9,51.8,1.12
732,chr3L,19311598,19312145,CpG: 41,547,41,295,15,53.9,1.03
732,chr3L,19318566,19318840,CpG: 20,274,20,149,14.6,54.4,1.05
732,chr3L,19321551,19321927,CpG: 25,376,25,192,13.3,51.1,1.07
732,chr3L,19329790,19329994,CpG: 22,204,22,113,21.6,55.4,1.41
732,chr3L,19339719,19340211,CpG: 37,492,37,280,15,56.9,0.93
732,chr3L,19343203,19343592,CpG: 36,389,36,240,18.5,61.7,1.01
732,chr3L,19345405,19345671,CpG: 22,266,22,169,16.5,63.5,0.82
